zaman,boyut,kaynak_ip,hedef_ip,protokol,ttl,etiket,kaynak_port,hedef_port,bayraklar
1775625870.5496118,1393,10.111.197.48,104.18.25.232,6,128,1,64900,443,A
1775625870.5502687,534,10.111.197.48,104.18.25.232,6,128,1,64900,443,PA
1775625870.5507996,713,10.111.197.48,192.178.24.42,17,128,1,50758,443,UDP
1775625870.5512333,77,10.111.197.48,142.251.127.84,17,128,1,50953,443,UDP
1775625870.5517366,1292,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.5521424,54,10.111.197.48,192.178.24.42,6,128,1,54924,443,A
1775625870.552615,73,10.111.197.48,192.178.24.65,17,128,1,53819,443,UDP
1775625870.553008,73,10.111.197.48,192.178.24.65,17,128,1,53819,443,UDP
1775625870.55358,1393,10.111.197.48,192.178.24.42,6,128,1,54924,443,A
1775625870.554013,521,10.111.197.48,192.178.24.42,6,128,1,54924,443,PA
1775625870.554499,1292,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.5547507,54,172.217.18.163,10.111.197.48,6,114,1,443,62514,FA
1775625870.5552063,1292,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.5555003,66,172.217.168.110,10.111.197.48,6,116,1,443,60012,SA
1775625870.5559256,73,10.111.197.48,192.178.24.65,17,128,1,53819,443,UDP
1775625870.5564296,1292,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.5567474,54,10.111.197.48,172.217.18.163,6,128,1,62514,443,A
1775625870.557059,54,10.111.197.48,172.217.168.110,6,128,1,60012,443,A
1775625870.557447,73,10.111.197.48,192.178.24.65,17,128,1,53819,443,UDP
1775625870.557868,1393,10.111.197.48,172.217.168.110,6,128,1,60012,443,A
1775625870.5594313,476,10.111.197.48,172.217.168.110,6,128,1,60012,443,PA
1775625870.5599432,54,157.240.238.60,10.111.197.48,6,80,1,443,55041,A
1775625870.5606017,1292,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.5613883,1292,192.178.24.65,10.111.197.48,17,54,1,443,53819,UDP
1775625870.5622318,1292,192.178.24.65,10.111.197.48,17,54,1,443,53819,UDP
1775625870.5628324,66,34.160.122.198,10.111.197.48,6,113,1,443,59414,SA
1775625870.5637167,1292,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.5643322,142,192.178.24.65,10.111.197.48,17,54,1,443,53819,UDP
1775625870.5650468,54,10.111.197.48,34.160.122.198,6,128,1,59414,443,A
1775625870.5666232,73,10.111.197.48,192.178.24.65,17,128,1,53819,443,UDP
1775625870.5675254,73,10.111.197.48,192.178.24.65,17,128,1,53819,443,UDP
1775625870.56848,78,10.111.197.48,192.178.24.65,17,128,1,53819,443,UDP
1775625870.5693367,1393,10.111.197.48,34.160.122.198,6,128,1,59414,443,A
1775625870.5701265,505,10.111.197.48,34.160.122.198,6,128,1,59414,443,PA
1775625870.5706334,54,142.251.127.84,10.111.197.48,6,115,1,443,61822,FA
1775625870.5714166,54,10.111.197.48,142.251.127.84,6,128,1,61822,443,A
1775625870.5719213,1292,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.5723674,1292,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.573056,123,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.5737252,1288,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.5744014,1292,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.5751286,192,10.111.197.48,216.239.38.120,17,128,1,63305,443,UDP
1775625870.575678,54,3.160.57.104,10.111.197.48,6,242,1,443,52937,A
1775625870.5840182,54,104.18.25.232,10.111.197.48,6,51,1,443,64900,A
1775625870.5846431,54,3.160.57.104,10.111.197.48,6,242,1,443,52937,A
1775625870.585528,1393,3.160.57.104,10.111.197.48,6,242,1,443,52937,A
1775625870.586474,1393,3.160.57.104,10.111.197.48,6,242,1,443,52937,PA
1775625870.5870626,1393,3.160.57.104,10.111.197.48,6,242,1,443,52937,A
